ID,round,treated,concentration,dipped,hoagland,lineage,tribe,species,0_das,1_das,3_das,6_das,7_das,8_das,9_das,10_das,11_das,12_das,13_das,14_das,15_das,16_das,17_das,18_das,19_das,20_das,21_das,22_das,23_das,24_das,25_das,26_das,27_das,28_das,29_das,30_das,31_das,32_das,33_das,34_das,35_das,36_das,38_das,39_das
177,3,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,,,,2.5,,3.5,,,,4.5,4.5,,4.5,,5.5,,,,6.5,,6.5,,
178,3,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2.5,,,,,3.5,,3.5,,,,4.5,4.5,,5.5,,6.5,,,,6.5,,6.5,,
179,3,control,0,0,2,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,4.5,,4.5,,,,5.5,5.5,,5.5,,7.5,,,,7.5,,8.5,,
180,3,control,0,0,2,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,3.5,,4.5,,,,5,5.5,,5.5,,6.5,,,,7.5,,7.5,,
181,3,control,0,0,2,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,3.5,,4.5,,,,5.5,5.5,,6.5,,6.5,,,,7.5,,8.5,,
182,3,control,0,0,2,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,,,,2.5,,3.5,,,,4.5,4.5,,5.5,,5.5,,,,6.5,,7.5,,
183,3,control,0,0,2,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,3.5,,4.5,,,,5.5,5.5,,6.5,,7.5,,,,7.5,,8.5,,
184,3,control,0,0,2,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2.5,,,,,3.5,,4.5,,,,4.5,5.5,,5.5,,6.5,,,,7.5,,7.5,,
185,3,control,0,0,3,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2.5,,,,,2.5,,3.5,,,,4.5,5.5,,5.5,,6.5,,,,7.5,,7.5,,
186,3,control,0,0,3,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,2.5,,3.5,,,,4.5,5.5,,5.5,,5.5,,,,6.5,,7.5,,
187,3,control,0,0,3,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,3.5,,4.5,,,,5.5,5.5,,5.5,,6.5,,,,7.5,,7.5,,
188,3,control,0,0,3,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,3.5,,4.5,,,,3,5.5,,6.5,,6.5,,,,7.5,,7.5,,
189,3,control,0,0,3,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,3.5,,3.5,,,,4.5,5.5,,5.5,,6.5,,,,7.5,,7.5,,
190,3,control,0,0,3,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,3.5,,4,,,,5.5,5.5,,5.5,,6.5,,,,7.5,,8,,
191,3,control,0,0,1,expanded lineage II,Cochlearieae,Cochlearia_officinalis,0,,,,0,,,,,1,,1.5,,,,,2,,2.5,,,,3.5,4.5,,4.5,,6.5,,,,7.5,,8.5,,9.5
192,3,control,0,0,1,expanded lineage II,Cochlearieae,Cochlearia_officinalis,0,,,,0,,,,,1,,2,,,,,3.5,,3.5,,,,5.5,6.5,,6.5,,7.5,,,,8.5,,10,,11.5
193,3,control,0,0,1,expanded lineage II,Cochlearieae,Cochlearia_officinalis,0,,,,0,,,,,1.5,,2,,,,,3.5,,4.5,,,,6,6,,6.5,,8,,,,9.5,,10.5,,11.5
194,3,control,0,0,1,expanded lineage II,Cochlearieae,Cochlearia_officinalis,0,,,,0,,,,,0.5,,2,,,,,2,,2.5,,,,3.5,4,,4,,4.5,,,,5,,5.5,,6.5
195,3,control,0,0,1,expanded lineage II,Cochlearieae,Cochlearia_officinalis,0,,,,0,,,,,1.5,,2,,,,,2.5,,3.5,,,,4.5,5,,5.5,,7.5,,,,8.5,,9.5,,11.5
196,3,control,0,0,1,expanded lineage II,Cochlearieae,Cochlearia_officinalis,0,,,,0,,,,,2,,2,,,,,3.5,,3.5,,,,4,4,,5,,6,,,,6.5,,7.5,,8.5
197,3,control,0,0,1,lineage II,Isatidae,Isatis_tinctoria,0,,,,0,,,,,2,,2,,,,,3,,3.5,,,,4.5,4.5,,5,,6,,,,6,,,,
198,3,control,0,0,1,lineage II,Isatidae,Isatis_tinctoria,0,,,,0,,,,,2,,2,,,,,3.5,,4,,,,4.5,4.5,,5.5,,6.5,,,,6.5,,,,
199,3,control,0,0,1,lineage II,Isatidae,Isatis_tinctoria,0,,,,0,,,,,2,,2,,,,,3.5,,4.5,,,,4.5,4.5,,5.5,,6.5,,,,6.5,,,,
200,3,control,0,0,1,lineage II,Isatidae,Isatis_tinctoria,0,,,,0,,,,,2,,2,,,,,3,,3.5,,,,4.5,4.5,,5.5,,6,,,,6.5,,,,
201,3,control,0,0,1,lineage II,Isatidae,Isatis_tinctoria,0,,,,0,,,,,2,,2.5,,,,,3.5,,4.5,,,,5.5,5.5,,5.5,,7,,,,7.5,,,,
202,3,control,0,0,1,lineage II,Isatidae,Isatis_tinctoria,0,,,,0,,,,,2,,2,,,,,3.5,,3.5,,,,4.5,5,,5.5,,6.5,,,,6.5,,,,
203,3,control,0,0,1,lineage I,Lepidieae,Lepidium_graminifolium,0,,,,0,,,,,2,,2.5,,,,,4.5,,5.5,,,,8.5,9.5,,11.5,,14.5,,,,,,,,
204,3,control,0,0,1,lineage I,Lepidieae,Lepidium_graminifolium,0,,,,0,,,,,2,,2.5,,,,,4.5,,6.5,,,,9.5,10,,12.5,,16.5,,,,,,,,
205,3,control,0,0,1,lineage I,Lepidieae,Lepidium_graminifolium,0,,,,0,,,,,2,,2.5,,,,,4.5,,5.5,,,,8.5,9.5,,11.5,,14.5,,,,,,,,
206,3,control,0,0,1,lineage I,Lepidieae,Lepidium_graminifolium,0,,,,0,,,,,2,,2.5,,,,,4.5,,6.5,,,,8.5,9.5,,11.5,,15.5,,,,,,,,
207,3,control,0,0,1,lineage I,Lepidieae,Lepidium_graminifolium,0,,,,0,,,,,2,,2.5,,,,,4.5,,5.5,,,,7.5,9.5,,11.5,,13.5,,,,,,,,
208,3,control,0,0,1,lineage I,Lepidieae,Lepidium_graminifolium,0,,,,0,,,,,2,,2.5,,,,,4.5,,5.5,,,,7.5,8.5,,10.5,,12.5,,,,,,,,
209,3,control,0,0,1,lineage II,Sisymbrieae,Sisymbrium_officinale,0,,,,0,,,,,1.5,,2,,,,,3.5,,4,,,,4.5,5.5,,5.5,,6,,,,6.5,,,,
210,3,control,0,0,1,lineage II,Sisymbrieae,Sisymbrium_officinale,0,,,,0,,,,,1.5,,2,,,,,3.5,,3.5,,,,4.5,5,,5.5,,5.5,,,,6.5,,,,
211,3,control,0,0,1,lineage II,Sisymbrieae,Sisymbrium_officinale,0,,,,0,,,,,1.5,,2,,,,,3.5,,4,,,,4.5,5,,5.5,,6.5,,,,6.5,,,,
212,3,control,0,0,1,lineage II,Sisymbrieae,Sisymbrium_officinale,0,,,,0,,,,,1.5,,2,,,,,3.5,,4,,,,5,5,,5.5,,6.5,,,,6.5,,,,
213,3,control,0,0,1,lineage II,Sisymbrieae,Sisymbrium_officinale,0,,,,0,,,,,1,,1.5,,,,,3,,3.5,,,,4,4.5,,5,,5.5,,,,6.5,,,,
214,3,control,0,0,1,lineage II,Sisymbrieae,Sisymbrium_officinale,0,,,,0,,,,,1.5,,2,,,,,3.5,,4,,,,4.5,5,,5.5,,6,,,,6.5,,,,
215,4,control,0,0,1,lineage II,Brassiceae,Brassica_oleraceae_uncoated,0,,,,0,,0.5,,1.5,,,,,2.5,,2.5,,,,3.5,3.5,,3.5,,,4.5,,4.5,,5.5,,,,,,
216,4,control,0,0,1,lineage II,Brassiceae,Brassica_oleraceae_uncoated,0,,,,0,,0.5,,1.5,,,,,2.5,,2.5,,,,4.5,9.5,,4.5,,,5.5,,6,,6.5,,,,,,
217,4,control,0,0,1,lineage II,Brassiceae,Brassica_oleraceae_uncoated,0,,,,0,,0.5,,1.5,,,,,2,,2,,,,2.5,2.5,,3.5,,,4.5,,5.5,,5.5,,,,,,
218,4,control,0,0,1,lineage II,Brassiceae,Brassica_oleraceae_uncoated,0,,,,0,,0.5,,1.5,,,,,2.5,,2.5,,,,4.5,4.5,,4.5,,,5.5,,6.5,,6.5,,,,,,
219,4,control,0,0,1,lineage II,Brassiceae,Brassica_oleraceae_uncoated,0,,,,0,,0.5,,1.5,,,,,2.5,,2.5,,,,4.5,4.5,,5.5,,,5.5,,6.5,,7.5,,,,,,
220,4,control,0,0,1,lineage II,Brassiceae,Brassica_oleraceae_uncoated,0,,,,0,,0.5,,1.5,,,,,2.5,,2.5,,,,4.5,4.5,,4.5,,,5.5,,6.5,,6.5,,,,,,
221,4,control,0,0,1,lineage I,Erysimae,Erysium_cheirantoides,0,,,,0,,2.5,,3.5,,,,,6.5,,9.5,,,,13,13,,15.5,,,17,,,,,,,,,,
222,4,control,0,0,1,lineage I,Erysimae,Erysium_cheirantoides,0,,,,0,,2.5,,4,,,,,7.5,,9.5,,,,13.5,13.5,,15.5,,,16,,,,,,,,,,
223,4,control,0,0,1,lineage I,Erysimae,Erysium_cheirantoides,0,,,,0,,2,,2.5,,,,,6.5,,7.5,,,,11.5,11.5,,12.5,,,16,,,,,,,,,,
224,4,control,0,0,1,lineage I,Erysimae,Erysium_cheirantoides,0,,,,0,,2,,2.5,,,,,5.5,,7.5,,,,10,10,,12.5,,,16,,,,,,,,,,
225,4,control,0,0,1,lineage I,Erysimae,Erysium_cheirantoides,0,,,,0,,2,,2.5,,,,,5.5,,7.5,,,,11,11,,12.5,,,17,,,,,,,,,,
226,4,control,0,0,1,lineage I,Erysimae,Erysium_cheirantoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,4,control,0,0,1,lineage I,Malcolmieae,Malcomia_maritima,0,,,,0,,2,,2.5,,,,,4.5,,6,,,,7.5,8.5,,9.5,,,12.5,,,,,,,,,,
228,4,control,0,0,1,lineage I,Malcolmieae,Malcomia_maritima,0,,,,0,,2,,2.5,,,,,5,,6,,,,8.5,8.5,,9.5,,,10.5,,,,,,,,,,
229,4,control,0,0,1,lineage I,Malcolmieae,Malcomia_maritima,0,,,,0,,2,,2.5,,,,,4.5,,5.5,,,,7.5,7.5,,9,,,10.5,,,,,,,,,,
230,4,control,0,0,1,lineage I,Malcolmieae,Malcomia_maritima,0,,,,0,,2,,2.5,,,,,4.5,,6.5,,,,7.5,8,,9.5,,,11,,,,,,,,,,
231,4,control,0,0,1,lineage I,Malcolmieae,Malcomia_maritima,0,,,,0,,2,,2.5,,,,,4.5,,5.5,,,,7.5,8.5,,9.5,,,11.5,,,,,,,,,,
232,4,control,0,0,1,lineage I,Malcolmieae,Malcomia_maritima,0,,,,0,,2,,2.5,,,,,4,,5.5,,,,6.5,7.5,,8.5,,,9.5,,,,,,,,,,
233,4,control,0,0,1,lineage II,Eutremea,Schrenkiella_parvula,0,,,,0,,0.5,,1,,,,,3,,3.5,,,,5.5,5.5,,6.5,,,7.5,,8.5,,,,,,,,
234,4,control,0,0,1,lineage II,Eutremea,Schrenkiella_parvula,0,,,,0,,0.5,,2,,,,,3,,4,,,,4.5,5.5,,6.5,,,7.5,,8.5,,,,,,,,
235,4,control,0,0,1,lineage II,Eutremea,Schrenkiella_parvula,0,,,,0,,0.5,,2,,,,,4,,4.5,,,,5.5,6.5,,7.5,,,8.5,,9.5,,,,,,,,
236,4,control,0,0,1,lineage II,Eutremea,Schrenkiella_parvula,0,,,,0,,0.5,,1,,,,,3,,3,,,,4.5,4.5,,5,,,5.5,,7.5,,,,,,,,
237,4,control,0,0,1,lineage II,Eutremea,Schrenkiella_parvula,0,,,,0,,1,,2,,,,,4,,4.5,,,,6,6.5,,7.5,,,8.5,,9.5,,,,,,,,
238,4,control,0,0,1,lineage II,Eutremea,Schrenkiella_parvula,0,,,,0,,2,,2,,,,,4,,4.5,,,,5.5,6.5,,7.5,,,8.5,,9.5,,,,,,,,
239,4,control,0,0,1,lineage II,Brassiceae,Sinapis_alba,0,,,,0,,1.5,,2.5,,,,,4,,4.5,,,,6.5,6.5,,7,,,8,,12,,,,,,,,
240,4,control,0,0,1,lineage II,Brassiceae,Sinapis_alba,0,,,,0,,1.5,,2,,,,,3.5,,3.5,,,,4.5,5.5,,6,,,6,,9,,,,,,,,
241,4,control,0,0,1,lineage II,Brassiceae,Sinapis_alba,0,,,,0,,1.5,,2,,,,,3.5,,4,,,,4.5,5.5,,6,,,6,,9,,,,,,,,
242,4,control,0,0,1,lineage II,Brassiceae,Sinapis_alba,0,,,,0,,1.5,,2,,,,,3.5,,4,,,,4.5,5.5,,5.5,,,6,,10,,,,,,,,
243,4,control,0,0,1,lineage II,Brassiceae,Sinapis_alba,0,,,,0,,1.5,,2,,,,,3,,4,,,,4.5,5.5,,5.5,,,6,,8,,,,,,,,
244,4,control,0,0,1,lineage II,Brassiceae,Sinapis_alba,0,,,,0,,1.5,,2,,,,,3.5,,4,,,,5.5,5.5,,5.5,,,6,,9,,,,,,,,
245,5,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,0.5,,,1.5,,2.5,,2.5,,,3.5,,,3.5,,4.5,,,4.5,,5.5,,5.5,6.5,6.5,,,,
246,5,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,0.5,,,1.5,,2.5,,2.5,,,3.5,,,4.5,,4.5,,,5.5,,5.5,,5.5,6.5,7.5,,,,
247,5,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,1.5,,,2,,2.5,,2.5,,,3.5,,,4.5,,4.5,,,5.5,,5.5,,5.5,6.5,7.5,,,,
248,5,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,1.5,,,2,,2.5,,2.5,,,3.5,,,4.5,,4.5,,,5.5,,5.5,,5.5,6.5,7.5,,,,
249,5,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,1.5,,,2,,2.5,,2.5,,,3.5,,,4.5,,4.5,,,5.5,,5.5,,5.5,6.5,6.5,,,,
250,5,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,1.5,,,2,,2.5,,2.5,,,4.5,,,4.5,,4.5,,,5.5,,6.5,,5.5,7.5,7.5,,,,
251,5,control,0,0,1,lineage I,Descurainieae,Descurainia_sophia,0,,,,0,0.5,,2.5,,,2.5,,3,,4.5,,,5.5,,,6.5,,7,,,9.5,,10.5,,,,,,,,
252,5,control,0,0,1,lineage I,Descurainieae,Descurainia_sophia,0,,,,0,0.5,,2.5,,,2.5,,3.5,,4.5,,,6.5,,,7,,7.5,,,8.5,,11.5,,,,,,,,
253,5,control,0,0,1,lineage I,Descurainieae,Descurainia_sophia,0,,,,0,0.5,,2.5,,,2.5,,3,,3.5,,,5.5,,,6.5,,7.5,,,9.5,,10.5,,,,,,,,
254,5,control,0,0,1,lineage I,Descurainieae,Descurainia_sophia,0,,,,0,0.5,,0.5,,,2.5,,2.5,,3.5,,,4.5,,,5.5,,6.5,,,8.5,,10.5,,,,,,,,
255,5,control,0,0,1,lineage I,Descurainieae,Descurainia_sophia,0,,,,0,0.5,,2.5,,,2.5,,2.5,,3.5,,,4.5,,,6,,6.5,,,8.5,,8.5,,,,,,,,
256,5,control,0,0,1,lineage I,Descurainieae,Descurainia_sophia,0,,,,0,0.5,,2.5,,,2.5,,3.5,,4.5,,,5.5,,,6.5,,7.5,,,10.5,,11.5,,,,,,,,
257,5,control,0,0,1,lineage II,Brassiceae,Diplotaxis_tenuifolia,0,,,,0,0.5,,0.5,,,1.5,,2,,2.5,,,2.5,,,4,,4.5,,,5.5,,6.5,,7.5,8.5,,,,,
258,5,control,0,0,1,lineage II,Brassiceae,Diplotaxis_tenuifolia,0,,,,0,0.5,,1,,,2,,2.5,,3,,,4.5,,,5,,6,,,7.5,,8.5,,9.5,10.5,,,,,
259,5,control,0,0,1,lineage II,Brassiceae,Diplotaxis_tenuifolia,0,,,,0,0.5,,1,,,2,,2.5,,3,,,3.5,,,4.5,,5.5,,,6.5,,7.5,,7.5,8.5,,,,,
260,5,control,0,0,1,lineage II,Brassiceae,Diplotaxis_tenuifolia,0,,,,0,0.5,,1,,,2,,2,,2.5,,,3.5,,,4,,4.5,,,5.5,,6.5,,7.5,8.5,,,,,
261,5,control,0,0,1,lineage II,Brassiceae,Diplotaxis_tenuifolia,0,,,,0,0.5,,0.5,,,2,,2,,2.5,,,3.5,,,4.5,,5,,,6,,7.5,,7.5,8.5,,,,,
262,5,control,0,0,1,lineage II,Brassiceae,Diplotaxis_tenuifolia,0,,,,0,0,,0.5,,,1.5,,2,,2.5,,,3.5,,,4,,4.5,,,5.5,,6.5,,7.5,8.5,,,,,
263,5,control,0,0,1,lineage II,Brassiceae,Diplotaxis_tenuifolia,0,,,,0,0.5,,2,,,2.5,,3.5,,4.5,,,6.5,,,7.5,,8.5,,,10,,12.5,,,,,,,,
264,5,control,0,0,1,lineage II,Brassiceae,Hirschfeldia_incana,0,,,,0,0.5,,1.5,,,2.5,,2.5,,3.5,,,4,,,4.5,,5.5,,,6,,6.5,,,,,,,,
265,5,control,0,0,1,lineage II,Brassiceae,Hirschfeldia_incana,0,,,,0,0.5,,1.5,,,2,,2.5,,3.5,,,4,,,4.5,,5,,,5.5,,6.5,,,,,,,,
266,5,control,0,0,1,lineage II,Brassiceae,Hirschfeldia_incana,0,,,,0,0.5,,2,,,2.5,,3,,3.5,,,4.5,,,4.5,,5.5,,,6,,6.5,,,,,,,,
267,5,control,0,0,1,lineage II,Brassiceae,Hirschfeldia_incana,0,,,,0,0,,0.5,,,2,,2.5,,3,,,3.5,,,4.5,,4.5,,,5.5,,6,,,,,,,,
268,5,control,0,0,1,lineage II,Brassiceae,Hirschfeldia_incana,0,,,,0,0.5,,1.5,,,2,,2.5,,3.5,,,4,,,4.5,,5,,,6,,6.5,,,,,,,,
269,5,control,0,0,1,lineage II,Brassiceae,Hirschfeldia_incana,0,,,,0,0.5,,2,,,2.5,,3.5,,3.5,,,3.5,,,5,,5.5,,,6.5,,7.5,,,,,,,,
270,5,control,0,0,1,expanded lineage II,Iberideae,Iberis_amara,0,,,,0,0,,0,,,0.5,,0.5,,2,,,2.5,,,4.5,,4.5,,,5.5,,6.5,,7.5,9.5,10.5,,,,
271,5,control,0,0,1,expanded lineage II,Iberideae,Iberis_amara,0,,,,0,0,,0,,,0.5,,2,,2.5,,,3.5,,,4.5,,4.5,,,5.5,,6.5,,9.5,9.5,11.5,,,,
272,5,control,0,0,1,expanded lineage II,Iberideae,Iberis_amara,0,,,,0,0,,0,,,0.5,,0.5,,2.5,,,2.5,,,4,,4.5,,,5.5,,6.5,,8,9.5,11.5,,,,
273,5,control,0,0,1,expanded lineage II,Iberideae,Iberis_amara,0,,,,0,0,,0,,,0.5,,0.5,,2,,,2.5,,,4,,4.5,,,5.5,,6.5,,7.5,8.5,10.5,,,,
274,5,control,0,0,1,expanded lineage II,Iberideae,Iberis_amara,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2.5,4,4.5,,,,
275,5,control,0,0,1,expanded lineage II,Iberideae,Iberis_amara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,5,control,0,0,1,lineage I,Lepidieae,Lepidium_ruderale,0,,,,0,0.5,,1.5,,,2.5,,2.5,,4.5,,,5.5,,,6.5,,7.5,,,8.5,,10.5,,,,,,,,
277,5,control,0,0,1,lineage I,Lepidieae,Lepidium_ruderale,0,,,,0,0.5,,2,,,2.5,,4.5,,5.5,,,6.5,,,7,,7.5,,,11.5,,13.5,,,,,,,,
278,5,control,0,0,1,lineage I,Lepidieae,Lepidium_ruderale,0,,,,0,0.5,,2,,,2.5,,3.5,,4.5,,,6.5,,,7.5,,8.5,,,10.5,,12.5,,,,,,,,
279,5,control,0,0,1,lineage I,Lepidieae,Lepidium_ruderale,0,,,,0,0.5,,1.5,,,2.5,,3.5,,4,,,5.5,,,6.5,,7.5,,,10.5,,11.5,,,,,,,,
280,5,control,0,0,1,lineage I,Lepidieae,Lepidium_ruderale,0,,,,0,0.5,,2,,,2.5,,3.5,,4.5,,,6.5,,,7.5,,8.5,,,11.5,,13.5,,,,,,,,
281,5,control,0,0,1,lineage I,Lepidieae,Lepidium_ruderale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,6,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,1.5,,,2,,2.5,,2.5,,,4,,6.5,,8.5,,9,,10.5,,,,,,,,,,
287,6,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,0.5,,,1.5,,2,,2.5,,,2.5,,4.5,,4.5,,5.5,,,,,,,,,,,,
288,6,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,0.5,,,1.5,,2.5,,2.5,,,3.5,,4.5,,4.5,,5.5,,,,,,,,,,,,
289,6,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,1.5,,,2,,2.5,,2.5,,,3.5,,4.5,,4.5,,5.5,,,,,,,,,,,,
290,6,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,6,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,0.5,,1.5,,,2,,2.5,,2.5,,,3.5,,3.5,,4.5,,5.5,,,,,,,,,,,,
292,6,control,0,0,1,lineage I,Camelineae,Arabidopsis_thaliana,0,,,,0,2,,2,,,2.5,,4.5,,5.5,,,6.5,,7.5,,8.5,,9,,,,,,,,,,,,
293,6,control,0,0,1,lineage I,Camelineae,Arabidopsis_thaliana,0,,,,0,2,,2.5,,,2,,5.5,,6.5,,,8.5,,9.5,,10.5,,12,,,,,,,,,,,,
294,6,control,0,0,1,lineage I,Camelineae,Arabidopsis_thaliana,0,,,,0,2,,2,,,3.5,,5.5,,6.5,,,8.5,,7.5,,10.5,,11,,,,,,,,,,,,
295,6,control,0,0,1,lineage I,Camelineae,Arabidopsis_thaliana,0,,,,0,2,,2.5,,,3.5,,5.5,,5.5,,,7.5,,7.5,,9,,12,,,,,,,,,,,,
296,6,control,0,0,1,lineage I,Camelineae,Arabidopsis_thaliana,0,,,,0,2,,2.5,,,4.5,,5.5,,6.5,,,8.5,,8.5,,9,,11,,,,,,,,,,,,
297,6,control,0,0,1,lineage I,Camelineae,Arabidopsis_thaliana,0,,,,0,2,,2,,,3.5,,5.5,,6,,,8.5,,9.5,,10.5,,11.5,,,,,,,,,,,,
298,6,control,0,0,1,expanded lineage II,Anastaticeae,Lobularia_maritima,0,,,,0,0.5,,2,,,2.5,,4,,4,,,6,,4.5,,4.5,,5.5,,,,,,,,,,,,
299,6,control,0,0,1,expanded lineage II,Anastaticeae,Lobularia_maritima,0,,,,0,2,,2,,,4.5,,4.5,,5.5,,,7.5,,9.5,,10.5,,11.5,,11.5,,,,,,,,,,
300,6,control,0,0,1,expanded lineage II,Anastaticeae,Lobularia_maritima,0,,,,0,0.5,,2,,,2.5,,4,,4.5,,,6.5,,8.5,,9.5,,10.5,,10.5,,,,,,,,,,
301,6,control,0,0,1,expanded lineage II,Anastaticeae,Lobularia_maritima,0,,,,0,0.5,,2,,,2.5,,3.5,,4.5,,,5.5,,7.5,,8.5,,10.5,,11.5,,,,,,,,,,
302,6,control,0,0,1,expanded lineage II,Anastaticeae,Lobularia_maritima,0,,,,0,0.5,,2,,,2.5,,4,,4.5,,,6.5,,7.5,,8.5,,10.5,,11.5,,,,,,,,,,
303,6,control,0,0,1,expanded lineage II,Anastaticeae,Lobularia_maritima,0,,,,0,0.5,,2,,,2,,3.5,,4,,,6,,6.5,,8.5,,10.5,,10.5,,,,,,,,,,
304,6,control,0,0,1,lineage II,Sisymbrieae,Sysimbrium_irio,0,,,,0,0.5,,2,,,2,,2.5,,3.5,,,4,,4.5,,5.5,,6,,,,,,,,,,,,
305,6,control,0,0,1,lineage II,Sisymbrieae,Sysimbrium_irio,0,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,6,control,0,0,1,lineage II,Sisymbrieae,Sysimbrium_irio,0,,,,0,0.5,,0.5,,,2,,2.5,,3.5,,,4,,7.5,,5,,6,,,,,,,,,,,,
307,6,control,0,0,1,lineage II,Sisymbrieae,Sysimbrium_irio,0,,,,0,0.5,,2,,,2,,2.5,,3.5,,,4.5,,4.5,,5.5,,6.5,,,,,,,,,,,,
308,6,control,0,0,1,lineage II,Sisymbrieae,Sysimbrium_irio,0,,,,0,0.5,,1.5,,,2,,2.5,,3.5,,,4,,4.5,,5,,5.5,,,,,,,,,,,,
309,6,control,0,0,1,lineage II,Sisymbrieae,Sysimbrium_irio,0,,,,0,0,,0.5,,,2,,2.5,,2.5,,,3.5,,4,,4.5,,5.5,,,,,,,,,,,,
310,7,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,,0.5,,,1,,,2,2.5,,,2.5,,,3.5,,4.5,4.5,,,,,5.5,,,6.5,,,6.5,,,
311,7,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,,0.5,,,1.5,,,2.5,2.5,,,3.5,,,4.5,,4.5,4.5,,,,,5.5,,,6.5,,,6.5,,,
312,7,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,,0.5,,,1,,,2,2.5,,,2.5,,,3.5,,4.5,4.5,,,,,5.5,,,6.5,,,6.5,,,
313,7,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,,0.5,,,1,,,2,2,,,2.5,,,3.5,,4.5,4.5,,,,,5.5,,,5.5,,,6.5,,,
314,7,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,,0.5,,,1.5,,,2.5,2.5,,,2.5,,,3.5,,4.5,4.5,,,,,5.5,,,5.5,,,6.5,,,
315,7,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,,0.5,,,1.5,,,2.5,2.5,,,2.5,,,4.5,,4.5,4.5,,,,,5.5,,,6.5,,,6.5,,,
316,7,control,0,0,1,lineage I,Camelineae,Camelina_sativa_crop,0,,,,,0.5,,,2,,,2.5,3.5,,,4.5,,,5.5,,6.5,7.5,,,,,10.5,,,12.5,,,,,,
317,7,control,0,0,1,lineage I,Camelineae,Camelina_sativa_crop,0,,,,,0.5,,,2,,,2.5,3.5,,,4.5,,,5.5,,6.5,7.5,,,,,9.5,,,10.5,,,,,,
318,7,control,0,0,1,lineage I,Camelineae,Camelina_sativa_crop,0,,,,,0.5,,,2,,,2.5,3.5,,,4.5,,,5.5,,6.5,7.5,,,,,10.5,,,11.5,,,,,,
319,7,control,0,0,1,lineage I,Camelineae,Camelina_sativa_crop,0,,,,,0.5,,,2,,,2.5,3.5,,,4.5,,,5.5,,6.5,6.5,,,,,8.5,,,10.5,,,,,,
320,7,control,0,0,1,lineage I,Camelineae,Camelina_sativa_crop,0,,,,,0.5,,,2,,,2.5,2.5,,,4.5,,,5.5,,6.5,6.5,,,,,9.5,,,10.5,,,,,,
